round,train_loss,train_acc
1,0.19980753586328764,0.2975
2,0.09916035213380675,0.5650000000000001
3,0.08757707889088266,0.6183333333333334
4,0.058173514378083394,0.5091666666666667
5,0.06189448972949365,0.5908333333333333
6,0.049475814253516694,0.7333333333333333
7,0.054526884708894975,0.8300000000000001
8,0.05068841784747531,0.8041666666666666
9,0.03682129806417821,0.8858333333333333
10,0.03817771794687866,0.8333333333333334
