round,train_loss,train_acc
1,0.1999129275962105,0.16916666666666666
2,0.13660252072699477,0.24166666666666664
3,0.1014570443643793,0.37583333333333335
4,0.07329375408411565,0.4066666666666666
5,0.08433149686256639,0.41833333333333333
6,0.07566927878402896,0.6158333333333333
7,0.06463762733618234,0.635
8,0.06566021219821686,0.6983333333333334
9,0.06941152644493272,0.6275000000000001
10,0.07421240245269398,0.6075
