round,mean_R,spearman_R_acc
1,1.0,0.0
2,1.0,0.0
3,0.9993228912353516,0.3458646535873413
4,0.9992335438728333,0.019548872485756874
5,0.9969469308853149,0.20601503551006317
6,0.9960992932319641,0.17593984305858612
7,0.9922283291816711,-0.09624060243368149
8,0.9917604327201843,-0.5308270454406738
9,0.9944021105766296,-0.5458646416664124
10,0.9945061802864075,-0.1699248105287552
