round,train_loss,train_acc
1,0.20244603444366316,0.38333333333333336
2,0.08882536006385831,0.44666666666666666
3,0.0862158271892616,0.5549999999999999
4,0.08791626180490367,0.5641666666666667
5,0.0779283138674695,0.6266666666666667
6,0.060912798565100436,0.6733333333333333
7,0.046348015230639736,0.6366666666666666
8,0.04763641063540981,0.5308333333333334
9,0.04611856735705735,0.53
10,0.04571840477612021,0.30333333333333334
